Data,Taxa Selic - a.a.,Taxa Cambio u.m.c./US$,CDS,Itau,RETORNO_LOG_Itau,Petrobras,RETORNO_LOG_Petrobras,Vale Rio Doce,RETORNO_LOG_Vale Rio Doce,RETORNO_LOG_CAMBIO,RETORNO_LOG_CDS
2025-08-21,0.15,5.4828,141.43,36.34,0.001101,29.62,0.002366,53.45,0.008455,0.001862,-0.002895
2025-08-22,0.15,5.4392,138.33,37.36,0.027682,30.47,0.028293,54.79,0.024761,-0.007984,-0.022163
2025-08-25,0.15,5.4174,138.95,37.17,-0.005099,30.65,0.00589,54.92,0.00237,-0.004016,0.004472
2025-08-26,0.15,5.4218,139.88,36.92,-0.006749,30.43,-0.007204,55.41,0.008883,0.000812,0.006671
2025-08-27,0.15,5.4428,138.91,37.54,0.016654,30.66,0.00753,55.38,-0.000542,0.003866,-0.006959
2025-08-28,0.15,5.4115,135.47,38.32,0.020565,30.93,0.008768,55.4,0.000361,-0.005767,-0.025076
2025-08-29,0.15,5.4264,136.82,38.45,0.003387,31.1,0.005481,55.56,0.002884,0.00275,0.009916
2025-09-01,0.15,5.4378,136.66,38.76,0.00803,31.17,0.002248,55.6,0.00072,0.002099,-0.00117
2025-09-02,0.15,5.468,139.48,38.1,-0.017175,31.33,0.00512,55.39,-0.003784,0.005538,0.020425
2025-09-03,0.15,5.4485,137.97,37.77,-0.008699,31.06,-0.008655,55.6,0.003784,-0.003573,-0.010885
2025-09-04,0.15,5.4587,136.81,37.92,0.003964,31.06,0.0,55.71,0.001976,0.00187,-0.008443
2025-09-05,0.15,5.3968,136.64,38.34,0.011015,30.59,-0.015248,56.22,0.009113,-0.011404,-0.001243
2025-09-08,0.15,5.4278,136.81,38.16,-0.004706,30.71,0.003915,56.36,0.002487,0.005728,0.001243
2025-09-09,0.15,5.4278,137.83,37.83,-0.008685,30.95,0.007785,56.19,-0.003021,0.0,0.007428
2025-09-10,0.15,5.4123,133.67,37.86,0.000793,31.51,0.017932,56.58,0.006917,-0.00286,-0.030647
2025-09-11,0.15,5.3858,129.19,37.93,0.001847,31.39,-0.003816,57.02,0.007747,-0.004908,-0.03409
2025-09-12,0.15,5.3677,132.52,37.36,-0.015142,31.18,-0.006713,57.0,-0.000351,-0.003366,0.025449
2025-09-15,0.15,5.3208,130.02,37.98,0.016459,31.45,0.008622,57.5,0.008734,-0.008776,-0.019045
2025-09-16,0.15,5.3096,128.36,37.88,-0.002636,31.53,0.00254,57.7,0.003472,-0.002107,-0.012849
2025-09-17,0.15,5.3011,126.39,38.42,0.014155,31.72,0.006008,57.8,0.001732,-0.001602,-0.015466
2025-09-18,0.15,5.301,125.89,38.47,0.001301,31.41,-0.009821,57.69,-0.001905,-1.9e-05,-0.003964
2025-09-19,0.15,5.3276,126.22,38.98,0.01317,31.06,-0.011205,57.92,0.003979,0.005005,0.002618
2025-09-22,0.15,5.3457,136.82,38.42,-0.014471,31.37,0.009931,58.0,0.00138,0.003392,0.08064
2025-09-23,0.15,5.3063,134.82,39.03,0.015752,31.9,0.016754,57.67,-0.005706,-0.007398,-0.014726
2025-09-24,0.15,5.3112,134.67,38.77,-0.006684,32.62,0.02232,57.89,0.003808,0.000923,-0.001113
2025-09-25,0.15,5.3425,137.17,38.46,-0.008028,32.36,-0.008003,58.21,0.005513,0.005876,0.018394
2025-09-26,0.15,5.3445,137.8,38.65,0.004928,32.25,-0.003405,57.09,-0.019428,0.000374,0.004582
2025-09-29,0.15,5.3229,136.14,38.87,0.005676,31.81,-0.013737,57.28,0.003323,-0.00405,-0.01212
2025-09-30,0.15,5.3186,135.81,39.05,0.00462,31.46,-0.011064,57.58,0.005224,-0.000808,-0.002427
2025-10-01,0.15,5.3208,135.13,38.35,-0.018088,31.38,-0.002546,58.31,0.012598,0.000414,-0.00502
